"fips","county","state","date.x","weekly new cases","days_from_start","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","block.mse"
29223,"Wayne","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29225,"Webster","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29227,"Worth","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29229,"Wright","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29510,"St. Louis city","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30001,"Beaverhead","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30003,"Big Horn","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30005,"Blaine","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30007,"Broadwater","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30009,"Carbon","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30011,"Carter County","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30013,"Cascade","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30015,"Chouteau","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30017,"Custer","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30019,"Daniels","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30021,"Dawson","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30023,"Deer Lodge","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30025,"Fallon","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30027,"Fergus","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30029,"Flathead","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30031,"Gallatin","Montana","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30033,"Garfield","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30035,"Glacier","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30037,"Golden Valley","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30039,"Granite","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30041,"Hill","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30043,"Jefferson","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30045,"Judith Basin","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30047,"Lake","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30049,"Lewis and Clark","Montana","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30051,"Liberty","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30053,"Lincoln","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30055,"McCone","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30057,"Madison","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30059,"Meagher","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30061,"Mineral County","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30063,"Missoula","Montana","2020-03-16",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30065,"Musselshell","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30067,"Park","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30069,"Petroleum County","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30071,"Phillips","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30073,"Pondera","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30075,"Powder River","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30077,"Powell","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30079,"Prairie ","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30081,"Ravalli","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30083,"Richland","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30085,"Roosevelt","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30087,"Rosebud","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30089,"Sanders","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30091,"Sheridan","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30093,"Silver Bow","Montana","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30095,"Stillwater","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30097,"Sweet Grass","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30099,"Teton","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30101,"Toole","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,"Treasure","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone","Montana","2020-03-16",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31001,"Adams","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31003,"Antelope","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31005,"Arthur","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31007,"Banner","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31009,"Blaine County","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31011,"Boone","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31013,"Box Butte","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31015,"Boyd","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31017,"Brown County","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31019,"Buffalo","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31021,"Burt","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31023,"Butler","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31025,"Cass","Nebraska","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31027,"Cedar","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31029,"Chase","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31031,"Cherry","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31033,"Cheyenne","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31035,"Clay","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31037,"Colfax","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31039,"Cuming","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31041,"Custer","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31043,"Dakota","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31045,"Dawes","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31047,"Dawson","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31049,"Deuel","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31051,"Dixon","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31053,"Dodge","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31055,"Douglas","Nebraska","2020-03-16",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31057,"Dundy","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31059,"Fillmore","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31061,"Franklin","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31063,"Frontier","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31065,"Furnas","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31067,"Gage","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31069,"Garden","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31071,"Garfield","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31073,"Gosper","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31075,"Grant County","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31077,"Greeley","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31079,"Hall","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31081,"Hamilton","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31083,"Harlan","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31085,"Hayes County","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31087,"Hitchcock","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31089,"Holt","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31091,"Hooker","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31093,"Howard","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31095,"Jefferson","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31097,"Johnson","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31099,"Kearney","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31101,"Keith","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31103,"Keya Paha County","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31105,"Kimball","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31107,"Knox","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31109,"Lancaster","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31111,"Lincoln","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31113,"Logan County","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31115,"Loup County","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31117,"McPherson","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31119,"Madison","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31121,"Merrick","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31123,"Morrill","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31125,"Nance","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31127,"Nemaha","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31129,"Nuckolls","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31131,"Otoe","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31133,"Pawnee","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31135,"Perkins","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31137,"Phelps","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31139,"Pierce","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31141,"Platte","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31143,"Polk","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31145,"Red Willow","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31147,"Richardson","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31149,"Rock","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31151,"Saline","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31153,"Sarpy","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31155,"Saunders","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31157,"Scotts Bluff","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31159,"Seward","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31161,"Sheridan","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31163,"Sherman","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31165,"Sioux","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31167,"Stanton","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31169,"Thayer","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31171,"Thomas","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31173,"Thurston","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31175,"Valley","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31177,"Washington","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31179,"Wayne","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31181,"Webster","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31183,"Wheeler","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31185,"York","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32003,"Clark","Nevada","2020-03-16",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32009,"Esmeralda County","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32011,"Eureka","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32013,"Humboldt","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32015,"Lander","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32017,"Lincoln","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32019,"Lyon","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32021,"Mineral","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32023,"Nye","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32027,"Pershing","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32029,"Storey","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32031,"Washoe","Nevada","2020-03-16",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32033,"White Pine","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32510,"Carson City","Nevada","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33001,"Belknap","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33003,"Carroll","New Hampshire","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33005,"Cheshire","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33007,"Coos","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33009,"Grafton","New Hampshire","2020-03-16",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33011,"Hillsborough","New Hampshire","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33013,"Merrimack","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33015,"Rockingham","New Hampshire","2020-03-16",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33017,"Strafford","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33019,"Sullivan","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34001,"Atlantic","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34003,"Bergen","New Jersey","2020-03-16",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34005,"Burlington","New Jersey","2020-03-16",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34007,"Camden","New Jersey","2020-03-16",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34009,"Cape May","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34011,"Cumberland","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34013,"Essex","New Jersey","2020-03-16",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34015,"Gloucester","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34017,"Hudson","New Jersey","2020-03-16",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34019,"Hunterdon","New Jersey","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34021,"Mercer","New Jersey","2020-03-16",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34023,"Middlesex","New Jersey","2020-03-16",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34025,"Monmouth","New Jersey","2020-03-16",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34027,"Morris","New Jersey","2020-03-16",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34029,"Ocean","New Jersey","2020-03-16",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34031,"Passaic","New Jersey","2020-03-16",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34033,"Salem","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34035,"Somerset","New Jersey","2020-03-16",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34037,"Sussex","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34039,"Union","New Jersey","2020-03-16",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34041,"Warren","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35001,"Bernalillo","New Mexico","2020-03-16",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35003,"Catron","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35005,"Chaves","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35006,"Cibola","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35007,"Colfax","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35009,"Curry","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35011,"De Baca County","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35013,"Doña Ana","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35015,"Eddy","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35017,"Grant","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35019,"Guadalupe","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35021,"Harding","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35023,"Hidalgo","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35025,"Lea","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35027,"Lincoln","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35028,"Los Alamos","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35029,"Luna","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35031,"McKinley","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35033,"Mora","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35035,"Otero","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35037,"Quay","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35039,"Rio Arriba","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35041,"Roosevelt","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35043,"Sandoval","New Mexico","2020-03-16",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35045,"San Juan","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35047,"San Miguel","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35049,"Santa Fe","New Mexico","2020-03-16",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35051,"Sierra","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35053,"Socorro","New Mexico","2020-03-16",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35055,"Taos","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35057,"Torrance","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35059,"Union","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35061,"Valencia","New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36001,"Albany","New York","2020-03-16",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36003,"Allegany","New York","2020-03-16",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36005,"Bronx County","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36007,"Broome","New York","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36009,"Cattaraugus","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36011,"Cayuga","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36013,"Chautauqua","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36015,"Chemung","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36017,"Chenango","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36019,"Clinton","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36021,"Columbia","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36023,"Cortland","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36025,"Delaware","New York","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36027,"Dutchess","New York","2020-03-16",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36029,"Erie","New York","2020-03-16",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36031,"Essex","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36033,"Franklin","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36035,"Fulton","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36037,"Genesee","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36039,"Greene","New York","2020-03-16",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36041,"Hamilton","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36043,"Herkimer","New York","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36045,"Jefferson","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36047,"Kings County","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36049,"Lewis","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36051,"Livingston","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36053,"Madison","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36055,"Monroe","New York","2020-03-16",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36057,"Montgomery","New York","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36059,"Nassau","New York","2020-03-16",92,55,4.1061790198691,32.3386137807631,0.232494718641995,6.89611564357304,5.72219009006109,5.73364205036307,2.98134591877453,NA,NA
36061,"New York County","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36063,"Niagara","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36065,"Oneida","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36067,"Onondaga","New York","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36069,"Ontario","New York","2020-03-16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36071,"Orange","New York","2020-03-16",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36073,"Orleans","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
